"","mom","embryo","Treatment","Elevation","Estimate","Std. Error","t value","Pr(>|t|)","coll_date","coll_date_numeric","Treatment_numeric","Elevation_numeric","Mom_numeric"
"183","HZ SUMMER11",1,"Control","Higher",0.0175206093513308,0.00295121038328795,-5.93675376399668,0.0272196639384063,"Summer",0,0,1,2
"184","HZ SUMMER11",2,"Control","Higher",0.0216764913193916,0.00367938365898747,-5.89133760662426,0.0276236560683478,"Summer",0,0,1,2
"185","HZ SUMMER11",3,"Control","Higher",0.0176831748790875,0.00486358518323318,-3.63583122591309,0.0680195060152132,"Summer",0,0,1,2
"186","HZ SUMMER11",4,"Control","Higher",0.0178920443771863,0.00359603907855608,-4.97548663580444,0.038101396841109,"Summer",0,0,1,2
"187","HZ SUMMER11",5,"Control","Higher",0.0191517868539924,0.00193676234379631,-9.88855804396341,0.0100724156992461,"Summer",0,0,1,2
"188","HZ SUMMER11",6,"Control","Higher",0.014696946051711,0.0013223433413117,-11.114319248685,0.00799833092428739,"Summer",0,0,1,2
"189","HZ SUMMER11",7,"Control","Higher",0.0166052989117871,0.0010197758163809,-16.2832836835825,0.00375031331739063,"Summer",0,0,1,2
"190","HZ SUMMER11",8,"Control","Higher",0.0218908791543726,0.00468253371731849,-4.67500726655924,0.042836184625799,"Summer",0,0,1,2
"191","HZ SUMMER11",9,"Control","Higher",0.0177943933155894,0.000433878129479221,-41.0124228592664,0.00059399400299774,"Summer",0,0,1,2
"192","HZ SUMMER11",10,"Control","Higher",0.0174803996623574,0.001552603792137,-11.2587639878796,0.00779679617391406,"Summer",0,0,1,2
"193","HZ SUMMER11",11,"Control","Higher",0.0170382671901141,0.000918143460292404,-18.557303871323,0.00289123628972168,"Summer",0,0,1,2
"194","HZ SUMMER11",12,"Control","Higher",0.0220002825574145,0.00190874116414814,-11.5260691028441,0.00744333383371708,"Summer",0,0,1,2
"195","HZ SUMMER11",1,"Heat Shock","Higher",0.0202309070714286,NA,NA,NA,"Summer",0,1,1,2
"196","HZ SUMMER11",2,"Heat Shock","Higher",0.0192738561883289,0.000996833142269731,-19.3350876601509,0.00266421595825219,"Summer",0,1,1,2
"197","HZ SUMMER11",3,"Heat Shock","Higher",0.0207055663158517,0.00174457810912862,-11.868523517238,0.00128614917235436,"Summer",0,1,1,2
"198","HZ SUMMER11",4,"Heat Shock","Higher",0.0176520952251577,0.000778070039633898,-22.6870260079202,0.000187546406370982,"Summer",0,1,1,2
"199","HZ SUMMER11",5,"Heat Shock","Higher",0.0178498931282051,0.0020968838929321,-8.51258059083347,0.0135207077849664,"Summer",0,1,1,2
"200","HZ SUMMER11",6,"Heat Shock","Higher",0.0231668083805205,0.00252384515931048,-9.17917182639275,0.00273406544839601,"Summer",0,1,1,2
"201","HZ SUMMER11",8,"Heat Shock","Higher",0.0189493355370662,0.00198519882193379,-9.54530867523263,0.00243894516713574,"Summer",0,1,1,2
"202","HZ SUMMER11",9,"Heat Shock","Higher",0.0197192848635647,0.00590065742839562,-3.34187929105491,0.0443254793167443,"Summer",0,1,1,2
"203","HZ SUMMER11",10,"Heat Shock","Higher",0.019540737642794,0.00212187969245055,-9.20916379581654,0.0115867089159163,"Summer",0,1,1,2
"204","HZ SUMMER11",11,"Heat Shock","Higher",0.0188122512779968,0.00286014782143303,-6.57737028031345,0.00714998796160486,"Summer",0,1,1,2
"205","HZ SUMMER11",12,"Heat Shock","Higher",0.015991723588785,0.000939059901169769,-17.0295031966166,0.00343049501463287,"Summer",0,1,1,2
"206","HZ SUMMER12",1,"Control","Higher",0.017560489513308,0.00176311829885386,-9.95990429270881,0.00993076287612987,"Summer",0,0,1,3
"207","HZ SUMMER12",2,"Control","Higher",0.00775723431634982,0.00164652106310717,-4.71128762951326,0.0422200153769189,"Summer",0,0,1,3
"208","HZ SUMMER12",3,"Control","Higher",0.0156197162342205,0.0016883409026308,-9.25151799016514,0.0114826780864264,"Summer",0,0,1,3
"209","HZ SUMMER12",4,"Control","Higher",0.0155931407307985,0.00192999819029409,-8.07935510469179,0.0149762910514742,"Summer",0,0,1,3
"210","HZ SUMMER12",5,"Control","Higher",0.0142280381323194,0.00180845192198542,-7.86752357602022,0.0157743753800654,"Summer",0,0,1,3
"211","HZ SUMMER12",6,"Control","Higher",0.0105347997142857,NA,NA,NA,"Summer",0,0,1,3
"212","HZ SUMMER12",7,"Control","Higher",0.0172019806555133,0.00295971402562497,-5.81204146974333,0.0283505884350897,"Summer",0,0,1,3
"213","HZ SUMMER12",8,"Control","Higher",0.0180271355346008,0.00123055642504703,-14.6495806024594,0.00462729343938095,"Summer",0,0,1,3
"214","HZ SUMMER12",9,"Control","Higher",0.0137335482813688,0.00161552545048538,-8.5009792183977,0.013556889088128,"Summer",0,0,1,3
"215","HZ SUMMER12",10,"Control","Higher",0.0136890033406844,0.00234000654383243,-5.8499850681036,0.027999262760826,"Summer",0,0,1,3
"216","HZ SUMMER12",11,"Control","Higher",0.0129788993125475,0.00295878350183554,-4.38656606828307,0.0482401888767583,"Summer",0,0,1,3
"217","HZ SUMMER12",12,"Control","Higher",0.0134993419840304,0.000466640707312924,-28.9287706204721,0.0011927858338885,"Summer",0,0,1,3
"218","HZ SUMMER12",1,"Heat Shock","Higher",0.014985070285588,0.00195197781607157,-7.67686505564186,0.016548048721349,"Summer",0,1,1,3
"219","HZ SUMMER12",2,"Heat Shock","Higher",0.0129944698947834,0.00160878402695824,-8.07719972167567,0.0149841061248764,"Summer",0,1,1,3
"220","HZ SUMMER12",3,"Heat Shock","Higher",0.0150018008355438,0.00155461988127404,-9.64981923635861,0.0105689972935036,"Summer",0,1,1,3
"221","HZ SUMMER12",4,"Heat Shock","Higher",0.0188084537763042,0.00037813721278067,-49.7397588510116,0.000403951696321589,"Summer",0,1,1,3
"222","HZ SUMMER12",5,"Heat Shock","Higher",0.0141589294341291,0.00118873996803921,-11.910871859961,0.0069751000777485,"Summer",0,1,1,3
"223","HZ SUMMER12",6,"Heat Shock","Higher",0.0105562392661362,0.000619291680074059,-17.045666211556,0.00342402574144384,"Summer",0,1,1,3
"224","HZ SUMMER12",7,"Heat Shock","Higher",0.013860698219275,0.00199263574017549,-6.95596186488871,0.0200479777286995,"Summer",0,1,1,3
"225","HZ SUMMER12",8,"Heat Shock","Higher",0.0161862440813439,0.00316017243922165,-5.1219496380807,0.0360682889874649,"Summer",0,1,1,3
"226","HZ SUMMER12",9,"Heat Shock","Higher",0.00986079540760388,0.00232755031716347,-4.23655520350727,0.0514530414366237,"Summer",0,1,1,3
"227","HZ SUMMER12",10,"Heat Shock","Higher",0.0126827690291777,0.0018388276080299,-6.89720394331359,0.0203805976208332,"Summer",0,1,1,3
"228","HZ SUMMER12",11,"Heat Shock","Higher",0.0112963664916004,0.000263677622156562,-42.841582077424,0.000544395146927735,"Summer",0,1,1,3
"229","HZ SUMMER12",12,"Heat Shock","Higher",0.0147769293395225,0.00337353545587032,-4.38025019532819,0.0483694660062044,"Summer",0,1,1,3
"230","HZ SUMMER13",1,"Control","Higher",0.0146870341825095,0.000364550843819716,-40.2880268459145,0.000615526677726657,"Summer",0,0,1,4
"231","HZ SUMMER13",2,"Control","Higher",0.0166539033307985,0.000872123358705371,-19.0958115782158,0.00273112607716003,"Summer",0,0,1,4
"232","HZ SUMMER13",3,"Control","Higher",0.015225049391635,0.000886142873965432,-17.1812580554915,0.00337046706856497,"Summer",0,0,1,4
"233","HZ SUMMER13",4,"Control","Higher",0.0159104283711027,0.00249111869771716,-6.38686080502018,0.0236484843434936,"Summer",0,0,1,4
"234","HZ SUMMER13",5,"Control","Higher",0.0167695418571429,NA,NA,NA,"Summer",0,0,1,4
"235","HZ SUMMER13",6,"Control","Higher",0.0155780792752852,0.000726199665618232,-21.4515098434026,0.00216606467326578,"Summer",0,0,1,4
"236","HZ SUMMER13",7,"Control","Higher",0.0156761207285171,0.00136707600016963,-11.4668977632348,0.00751948350735499,"Summer",0,0,1,4
"237","HZ SUMMER13",8,"Control","Higher",0.01891596141673,0.00471569829419944,-4.01127473316045,0.0568967889891286,"Summer",0,0,1,4
"238","HZ SUMMER13",9,"Control","Higher",0.0172967077142857,NA,NA,NA,"Summer",0,0,1,4
"239","HZ SUMMER13",10,"Control","Higher",0.017848618634715,3.57069588080973e-05,-499.863870531239,0.00127358459094931,"Summer",0,0,1,4
"240","HZ SUMMER13",11,"Control","Higher",0.0145166185193916,0.000813146057997123,-17.852412093281,0.00312297167299167,"Summer",0,0,1,4
"241","HZ SUMMER13",12,"Control","Higher",0.0153378271574145,0.0022753377000156,-6.74090143072358,0.0213063484030697,"Summer",0,0,1,4
"242","HZ SUMMER13",1,"Heat Shock","Higher",0.0146814076870027,0.00161718247789428,-9.07838656904025,0.0119169476076399,"Summer",0,1,1,4
"243","HZ SUMMER13",2,"Heat Shock","Higher",0.0148574109708223,0.000141330187796111,-105.125530521875,9.04741803325556e-05,"Summer",0,1,1,4
"244","HZ SUMMER13",3,"Heat Shock","Higher",0.0187899096658031,0.000444679495491055,-42.2549495902742,0.0150633468322522,"Summer",0,1,1,4
"245","HZ SUMMER13",4,"Heat Shock","Higher",0.0163779099761273,0.00216374140640807,-7.56925477675985,0.0170098896903919,"Summer",0,1,1,4
"246","HZ SUMMER13",5,"Heat Shock","Higher",0.0244834893123625,0.00347113844366077,-7.05344650170202,0.0195136491940738,"Summer",0,1,1,4
"247","HZ SUMMER13",6,"Heat Shock","Higher",0.0246627716813471,0.00434519767825524,-5.67586874235148,0.111023127562674,"Summer",0,1,1,4
"248","HZ SUMMER13",8,"Heat Shock","Higher",0.0207600815163572,0.00498357338643344,-4.16570197859862,0.0530801307699561,"Summer",0,1,1,4
"249","HZ SUMMER13",9,"Heat Shock","Higher",0.0159320878894783,5.38571788458753e-05,-295.821062872076,1.14270563659813e-05,"Summer",0,1,1,4
"250","HZ SUMMER13",10,"Heat Shock","Higher",0.0166702868099027,0.00178455735565384,-9.34141273581815,0.0112664428945338,"Summer",0,1,1,4
"251","HZ SUMMER13",11,"Heat Shock","Higher",0.0218326272086649,0.00115209583282771,-18.950356894425,0.00277303794569161,"Summer",0,1,1,4
"252","HZ SUMMER13",12,"Heat Shock","Higher",0.0142896899717065,0.00113105843912798,-12.6339095110978,0.00620678090407211,"Summer",0,1,1,4
"253","HZ SUMMER9",1,"Control","Higher",0.0148601908037037,0.00392434546514634,-3.78666733998903,0.0322962938296809,"Summer",0,0,1,1
"254","HZ SUMMER9",2,"Control","Higher",0.01839102445,0.00338260425372007,-5.43694238833118,0.0122149513613345,"Summer",0,0,1,1
"255","HZ SUMMER9",3,"Control","Higher",0.01960702295,0.00146023050316068,-13.427347879366,0.000893090729826834,"Summer",0,0,1,1
"256","HZ SUMMER9",4,"Control","Higher",0.0181105533685185,0.0048016385177028,-3.77174443718495,0.0326268467825625,"Summer",0,0,1,1
"257","HZ SUMMER9",5,"Control","Higher",0.0182262263518518,0.00231151900376691,-7.88495630888171,0.00425089644841379,"Summer",0,0,1,1
"258","HZ SUMMER9",6,"Control","Higher",0.0190010003814815,0.00285607237299899,-6.65284275045512,0.00692159692916672,"Summer",0,0,1,1
"259","HZ SUMMER9",7,"Control","Higher",0.0270738137142857,NA,NA,NA,"Summer",0,0,1,1
"260","HZ SUMMER9",8,"Control","Higher",0.0122830502857143,NA,NA,NA,"Summer",0,0,1,1
"261","HZ SUMMER9",9,"Control","Higher",0.0185476855851852,0.00205234689712159,-9.03730534599109,0.00286111117680087,"Summer",0,0,1,1
"262","HZ SUMMER9",10,"Control","Higher",0.0223240460203704,0.00235549174966657,-9.47744606769707,0.00249034119928415,"Summer",0,0,1,1
"263","HZ SUMMER9",11,"Control","Higher",0.0198836269450549,0.00358921933155302,-5.53981941706847,0.113692745486774,"Summer",0,0,1,1
"264","HZ SUMMER9",12,"Control","Higher",0.0193544122159696,0.00355528603711231,-5.44384109012217,0.0321261987537735,"Summer",0,0,1,1
"265","HZ SUMMER9",1,"Heat Shock","Higher",0.0195938015804416,0.00316092454027732,-6.19875651277731,0.00845851154392936,"Summer",0,1,1,1
"266","HZ SUMMER9",2,"Heat Shock","Higher",0.0203956968714511,0.00104231788390732,-19.5676359259942,0.000291599909978664,"Summer",0,1,1,1
"267","HZ SUMMER9",3,"Heat Shock","Higher",0.021920628737776,0.00313746751832983,-6.9867269094295,0.00601884770640235,"Summer",0,1,1,1
"268","HZ SUMMER9",4,"Heat Shock","Higher",0.0184294342748423,0.00171806371036778,-10.7268631329726,0.00173232435433941,"Summer",0,1,1,1
"269","HZ SUMMER9",5,"Heat Shock","Higher",0.019141290998817,0.00220438071948119,-8.68329632429465,0.00321410778646601,"Summer",0,1,1,1
"270","HZ SUMMER9",6,"Heat Shock","Higher",0.0230494059511041,0.0020576099809863,-11.2020286468748,0.00152496438172329,"Summer",0,1,1,1
"271","HZ SUMMER9",7,"Heat Shock","Higher",0.0177259875256309,0.00198572791268193,-8.92669504841184,0.00296563925831269,"Summer",0,1,1,1
"272","HZ SUMMER9",8,"Heat Shock","Higher",0.0212815412030757,0.00223154387196197,-9.5366895853878,0.00244539449824083,"Summer",0,1,1,1
"273","HZ SUMMER9",9,"Heat Shock","Higher",0.0195213676853312,0.00408298589343857,-4.78114992185068,0.0173933129632624,"Summer",0,1,1,1
"274","HZ SUMMER9",10,"Heat Shock","Higher",0.0205300920832019,0.00173604658013037,-11.8257726020578,0.0012999122869828,"Summer",0,1,1,1
"275","HZ SUMMER9",11,"Heat Shock","Higher",0.0205655816675867,0.00102478427288311,-20.0682057792786,0.000270443501225011,"Summer",0,1,1,1
"276","Lower zone WINTER 1",1,"Control","Lower",0.0155793801165803,0.00159503248164248,-9.76743752612327,0.0649514608293663,"Winter",1,0,0,17
"277","Lower zone WINTER 1",3,"Control","Lower",0.0130840910388601,0.000712794660504452,-18.3560452453451,0.0346475009142791,"Winter",1,0,0,17
"278","Lower zone WINTER 1",4,"Control","Lower",0.0135272733782383,0.00295408708562167,-4.5791721727092,0.136876210314387,"Winter",1,0,0,17
"279","Lower zone WINTER 1",5,"Control","Lower",0.0155168607849741,0.00626225952103916,-2.47783738965823,0.244198954557524,"Winter",1,0,0,17
"280","Lower zone WINTER 1",6,"Control","Lower",0.0149087252668394,0.000126151555826331,-118.181065379517,0.00538668844533358,"Winter",1,0,0,17
"281","Lower zone WINTER 1",7,"Control","Lower",0.0170102280284974,0.00200464742071358,-8.48539641072764,0.0746808783495872,"Winter",1,0,0,17
"282","Lower zone WINTER 1",8,"Control","Lower",0.0126445264352332,0.000523390215595509,-24.1588895979767,0.026336333007318,"Winter",1,0,0,17
"283","Lower zone WINTER 1",9,"Control","Lower",0.0168977224740933,0.000678368598140334,-24.9093524087293,0.0255437430108499,"Winter",1,0,0,17
"284","Lower zone WINTER 1",10,"Control","Lower",0.0154915982590674,0.00226933977063899,-6.82647810587893,0.0925988186134264,"Winter",1,0,0,17
"285","Lower zone WINTER 1",11,"Control","Lower",0.0171943652590674,0.00171515106219845,-10.0249859257458,0.0632939330719842,"Winter",1,0,0,17
"286","Lower zone WINTER 1",12,"Control","Lower",0.0146545743911917,0.00114895827691812,-12.7546619277595,0.0498108170464805,"Winter",1,0,0,17
"287","Lower zone WINTER 1",1,"Heat Shock","Lower",0.01354775775,0.00107622254315763,-12.5882493691788,0.0504665624784467,"Winter",1,1,0,17
"288","Lower zone WINTER 1",2,"Heat Shock","Lower",0.0168455463125,0.00140488982878941,-11.9906529090724,0.0529704221158022,"Winter",1,1,0,17
"289","Lower zone WINTER 1",3,"Heat Shock","Lower",0.0184941375,0.0043893161746629,-4.21344390881579,0.148347761871338,"Winter",1,1,0,17
"290","Lower zone WINTER 1",4,"Heat Shock","Lower",0.0172212784375,0.00165385878115247,-10.4127865291495,0.0609513482652514,"Winter",1,1,0,17
"291","Lower zone WINTER 1",5,"Heat Shock","Lower",0.0182294351875,0.000996396687648193,-18.2953590808568,0.0347621996092998,"Winter",1,1,0,17
"292","Lower zone WINTER 1",6,"Heat Shock","Lower",0.0154667106875,0.00235735835210922,-6.56103501347658,0.0962893405051046,"Winter",1,1,0,17
"293","Lower zone WINTER 1",7,"Heat Shock","Lower",0.01456920925,0.00151721234938167,-9.60261709966808,0.0660583767200015,"Winter",1,1,0,17
"294","Lower zone WINTER 1",8,"Heat Shock","Lower",0.016737276,NA,NA,NA,"Winter",1,1,0,17
"295","Lower zone WINTER 1",9,"Heat Shock","Lower",0.015208471875,0.00013561582545589,-112.143784280889,0.00567666682221717,"Winter",1,1,0,17
"296","Lower zone WINTER 1",10,"Heat Shock","Lower",0.0170648746875,0.00206888593962767,-8.24834001751256,0.0768067172266575,"Winter",1,1,0,17
"297","Lower zone WINTER 1",11,"Heat Shock","Lower",0.017898198,0.00205370736496629,-8.71506734860145,0.0727300973010642,"Winter",1,1,0,17
"298","Lower zone WINTER 1",12,"Heat Shock","Lower",0.014830504875,0.00236623875702158,-6.26754372566672,0.100725056368702,"Winter",1,1,0,17
"299","Lower zone WINTER 3",1,"Control","Lower",0.0150798738601036,0.00230799906389471,-6.53374349063062,0.0966853985284492,"Winter",1,0,0,19
"300","Lower zone WINTER 3",2,"Control","Lower",0.0133823946476684,0.00224129767960296,-5.97082429944739,0.105641294992019,"Winter",1,0,0,19
"301","Lower zone WINTER 3",3,"Control","Lower",0.0152151614300518,0.00203740020981813,-7.46792964717032,0.0847430530941915,"Winter",1,0,0,19
"302","Lower zone WINTER 3",4,"Control","Lower",0.0175142387435233,0.00205239629224852,-8.53355602408317,0.0742632362743209,"Winter",1,0,0,19
"303","Lower zone WINTER 3",5,"Control","Lower",0.0136448160803109,0.00120296149417561,-11.34268731491,0.0559812679989247,"Winter",1,0,0,19
"304","Lower zone WINTER 3",6,"Control","Lower",0.0218682892979275,0.00432615736039427,-5.05489918099846,0.124335734692478,"Winter",1,0,0,19
"305","Lower zone WINTER 3",7,"Control","Lower",0.0141339069792746,0.00104914792028605,-13.4717962128934,0.0471692387121412,"Winter",1,0,0,19
"306","Lower zone WINTER 3",8,"Control","Lower",0.0156011304170985,0.000393055739120176,-39.6919033723318,0.0160356413642652,"Winter",1,0,0,19
"307","Lower zone WINTER 3",9,"Control","Lower",0.0154987314663212,0.00288983890450403,-5.36318181687059,0.117354284794747,"Winter",1,0,0,19
"308","Lower zone WINTER 3",10,"Control","Lower",0.0140445850051814,0.00224952689529734,-6.24335056164106,0.101108850620198,"Winter",1,0,0,19
"309","Lower zone WINTER 3",11,"Control","Lower",0.0115471754016393,0.00130031645365396,-8.88028092637848,0.0124445813692462,"Winter",1,0,0,19
"310","Lower zone WINTER 3",12,"Control","Lower",0.0169624443341969,0.00267165516106871,-6.34903956969192,0.0994532218553727,"Winter",1,0,0,19
"311","Lower zone WINTER 3",1,"Heat Shock","Lower",0.034953117,0.013261498753169,-2.63568376776777,0.230857281736043,"Winter",1,1,0,19
"312","Lower zone WINTER 3",2,"Heat Shock","Lower",0.02013082475,0.00717606612386036,-2.80527302877898,0.217996714649134,"Winter",1,1,0,19
"313","Lower zone WINTER 3",3,"Heat Shock","Lower",0.0226358885,NA,NA,NA,"Winter",1,1,0,19
"314","Lower zone WINTER 3",4,"Heat Shock","Lower",0.0118710270625,0.00191819131285378,-6.18865646140318,0.101987284594938,"Winter",1,1,0,19
"315","Lower zone WINTER 3",5,"Heat Shock","Lower",0.0155887855,0.0035665006032188,-4.37089103137428,0.143185568231156,"Winter",1,1,0,19
"316","Lower zone WINTER 3",6,"Heat Shock","Lower",0.015667747875,0.00263997921135934,-5.93479971644647,0.106270732277978,"Winter",1,1,0,19
"317","Lower zone WINTER 3",7,"Heat Shock","Lower",0.0183532165,0.00126399431554374,-14.5200150620178,0.0437751682107758,"Winter",1,1,0,19
"318","Lower zone WINTER 3",8,"Heat Shock","Lower",0.014987980875,0.000554068691753338,-27.0507630156305,0.0235235511964866,"Winter",1,1,0,19
"319","Lower zone WINTER 3",9,"Heat Shock","Lower",0.01369194,0.00128951666154354,-10.6178852963489,0.0597809672297393,"Winter",1,1,0,19
"320","Lower zone WINTER 3",10,"Heat Shock","Lower",0.018356998875,0.00242428540874834,-7.57212777371693,0.0835903739449361,"Winter",1,1,0,19
"321","Lower zone WINTER 3",11,"Heat Shock","Lower",0.01891000375,0.00444163832630186,-4.2574388909654,0.146868866775479,"Winter",1,1,0,19
"322","Lower zone WINTER 4",1,"Control","Lower",0.0138588062688525,0.00100348099974546,-13.8107311173484,0.00520196661083359,"Winter",1,0,0,20
"323","Lower zone WINTER 4",2,"Control","Lower",0.0159210035207254,0.00133733663428762,-11.9050081427002,0.0533497166729626,"Winter",1,0,0,20
"324","Lower zone WINTER 4",3,"Control","Lower",0.0107984909248705,0.00270876620731266,-3.98649794719033,0.156465499993042,"Winter",1,0,0,20
"325","Lower zone WINTER 4",4,"Control","Lower",0.0212786588264249,0.0018904033597022,-11.256147381042,0.0564094245310466,"Winter",1,0,0,20
"326","Lower zone WINTER 4",5,"Control","Lower",0.0201085707564767,0.00303028515192726,-6.63586750035311,0.0952197005158117,"Winter",1,0,0,20
"327","Lower zone WINTER 4",6,"Control","Lower",0.0169059242512953,0.0039558871131091,-4.27361139686523,0.146332480840218,"Winter",1,0,0,20
"328","Lower zone WINTER 4",7,"Control","Lower",0.0176573066036269,0.00298862884987716,-5.90816307095233,0.106740938656432,"Winter",1,0,0,20
"329","Lower zone WINTER 4",8,"Control","Lower",0.0160654258445596,0.00235126805332355,-6.83266453684465,0.0925161537650988,"Winter",1,0,0,20
"330","Lower zone WINTER 4",9,"Control","Lower",0.0152388175854922,0.00021895082207134,-69.5992709290994,0.00914630227719933,"Winter",1,0,0,20
"331","Lower zone WINTER 4",10,"Control","Lower",0.0170043496062176,0.000652179222622407,-26.073123792327,0.0244047432100455,"Winter",1,0,0,20
"332","Lower zone WINTER 4",11,"Control","Lower",0.0131855708212435,0.00160634214521095,-8.20844479524748,0.0771763802591914,"Winter",1,0,0,20
"333","Lower zone WINTER 4",12,"Control","Lower",0.0160809794041451,0.00185897162279987,-8.65047061876333,0.0732684380566942,"Winter",1,0,0,20
"334","Lower zone WINTER 4",1,"Heat Shock","Lower",0.015130854,0.00039393734699833,-38.4092905008678,0.0165708863753211,"Winter",1,1,0,20
"335","Lower zone WINTER 4",2,"Heat Shock","Lower",0.0184794636360573,0.00364256346044078,-5.07320293434808,0.0367268521933743,"Winter",1,1,0,20
"336","Lower zone WINTER 4",3,"Heat Shock","Lower",0.0120076712881213,0.00424476065908357,-2.82882175286503,0.105547854704526,"Winter",1,1,0,20
"337","Lower zone WINTER 4",4,"Heat Shock","Lower",0.00814541517101938,0.00146777755453659,-5.54948884852722,0.030970335820632,"Winter",1,1,0,20
"338","Lower zone WINTER 4",5,"Heat Shock","Lower",0.0176935211875,0.00298349984302901,-5.93045822638174,0.106347090774976,"Winter",1,1,0,20
"339","Lower zone WINTER 4",6,"Heat Shock","Lower",0.0114636291875,0.00453874196596706,-2.52572833473636,0.239998563986381,"Winter",1,1,0,20
"340","Lower zone WINTER 4",7,"Heat Shock","Lower",0.0153551935,0.00184653532449729,-8.31567817646835,0.0761907026162828,"Winter",1,1,0,20
"341","Lower zone WINTER 4",8,"Heat Shock","Lower",0.017082412,0.00336385376199094,-5.07822670325881,0.123778899280338,"Winter",1,1,0,20
"342","Lower zone WINTER 4",9,"Heat Shock","Lower",0.01136555075,0.000121184738971147,-93.7869804935262,0.00678767612845135,"Winter",1,1,0,20
"343","Lower zone WINTER 4",10,"Heat Shock","Lower",0.0129962518125,0.00725545759546103,-1.79123806341731,0.324149415571652,"Winter",1,1,0,20
"344","Lower zone WINTER 4",11,"Heat Shock","Lower",0.0190534193125,0.000748688090922775,-25.4490749131808,0.0250025757009084,"Winter",1,1,0,20
"345","Lower zone WINTER 4",12,"Heat Shock","Lower",0.0164766511875,0.00137047910322666,-12.0225482816246,0.0528305387058848,"Winter",1,1,0,20
"346","Lower zone WINTER 5",1,"Control","Lower",0.0149894324171598,0.000214069801283587,-70.0212375929786,0.00909119173475124,"Winter",1,0,0,21
"347","Lower zone WINTER 5",2,"Control","Lower",0.0201775514467456,0.00438793300013948,-4.59841830905444,0.136320717905124,"Winter",1,0,0,21
"348","Lower zone WINTER 5",3,"Control","Lower",0.017160854091716,0.00421680867608766,-4.06963071126048,0.153392760915013,"Winter",1,0,0,21
"349","Lower zone WINTER 5",4,"Control","Lower",0.0146331060443787,0.000593487788271883,-24.6561198621919,0.0258058061263144,"Winter",1,0,0,21
"350","Lower zone WINTER 5",5,"Control","Lower",0.0152756032337278,0.000109525356542395,-139.470929070337,0.00456445560220485,"Winter",1,0,0,21
"351","Lower zone WINTER 5",6,"Control","Lower",0.0152656699319527,0.000470301987857488,-32.4592928077916,0.0196066649042667,"Winter",1,0,0,21
"352","Lower zone WINTER 5",7,"Control","Lower",0.0106735132426036,0.0069872205043145,-1.52757641411386,0.369000344664639,"Winter",1,0,0,21
"353","Lower zone WINTER 5",8,"Control","Lower",0.0108674601005917,0.00285128213620883,-3.81142923830102,0.163347438144515,"Winter",1,0,0,21
"354","Lower zone WINTER 5",9,"Control","Lower",0.0162509311449704,0.00259846276102363,-6.25405581666622,0.100938668027313,"Winter",1,0,0,21
"355","Lower zone WINTER 5",10,"Control","Lower",0.0116880478786982,0.0012796775543387,-9.13358825359586,0.069424429456648,"Winter",1,0,0,21
"356","Lower zone WINTER 5",11,"Control","Lower",0.0123254079881657,0.000285971673169822,-43.1001009699528,0.0147680761554913,"Winter",1,0,0,21
"357","Lower zone WINTER 5",12,"Control","Lower",0.0148096584378698,0.0005520590341112,-26.8262224196964,0.0237202663777382,"Winter",1,0,0,21
"358","Lower zone WINTER 5",1,"Heat Shock","Lower",0.0136781187580645,0.00192285852512896,-7.11342960457644,0.0889128184631407,"Winter",1,1,0,21
"359","Lower zone WINTER 5",2,"Heat Shock","Lower",0.0145653383755761,0.00125831132946786,-11.5753057565935,0.0548618812934777,"Winter",1,1,0,21
"360","Lower zone WINTER 5",3,"Heat Shock","Lower",0.016316182921659,0.00580081713047102,-2.8127387150255,0.217462121281758,"Winter",1,1,0,21
"361","Lower zone WINTER 5",4,"Heat Shock","Lower",0.0186154112603687,0.00109593337014529,-16.9858969235518,0.0374361037449635,"Winter",1,1,0,21
"362","Lower zone WINTER 5",5,"Heat Shock","Lower",0.0136627805645161,0.00160173719936741,-8.52997643428156,0.074294118586002,"Winter",1,1,0,21
"363","Lower zone WINTER 5",6,"Heat Shock","Lower",0.0176953965023042,0.00123563371994409,-14.320907738828,0.0443818291857622,"Winter",1,1,0,21
"364","Lower zone WINTER 5",7,"Heat Shock","Lower",0.0162072478755761,0.000154143662074559,-105.143783775791,0.00605457170544627,"Winter",1,1,0,21
"365","Lower zone WINTER 5",8,"Heat Shock","Lower",0.0155335259769585,0.00063292013149631,-24.5426321647174,0.025925003292756,"Winter",1,1,0,21
"366","Lower zone WINTER 5",9,"Heat Shock","Lower",0.0158469300691244,0.000500039300735093,-31.6913691500415,0.0200814488797148,"Winter",1,1,0,21
"367","Lower zone WINTER 5",10,"Heat Shock","Lower",0.0174466203986175,0.00178180781823527,-9.79152758230512,0.0647927635828549,"Winter",1,1,0,21
"368","Lower zone WINTER 5",11,"Heat Shock","Lower",0.0184152779907834,0.00188352065412282,-9.77705126326826,0.0648880359375278,"Winter",1,1,0,21
"369","Lower zone WINTER 5",12,"Heat Shock","Lower",0.0130390699493088,0.00147614920045864,-8.83316533671363,0.0717659797768548,"Winter",1,1,0,21
"370","Lower zone WINTER 6",1,"Control","Lower",0.0112551607664234,0.00189458621451925,-5.94069601064809,0.0271850092642676,"Winter",1,0,0,22
"371","Lower zone WINTER 6",2,"Control","Lower",0.0193559212514793,0.00196939239225886,-9.82837210479846,0.06455153352884,"Winter",1,0,0,22
