"","mom","embryo","Treatment","Elevation","Estimate","Std. Error","t value","Pr(>|t|)","coll_date","coll_date_numeric","Treatment_numeric","Elevation_numeric","Mom_numeric"
"372","Lower zone WINTER 6",3,"Control","Lower",0.0165084415532544,0.00208783777458936,-7.90695606439125,0.080088690510515,"Winter",1,0,0,22
"373","Lower zone WINTER 6",4,"Control","Lower",0.0164094247573965,0.00075113092033707,-21.8462911233007,0.0291205354786142,"Winter",1,0,0,22
"374","Lower zone WINTER 6",5,"Control","Lower",0.0174900868786982,0.000438967805157688,-39.8436666042407,0.0159745878119402,"Winter",1,0,0,22
"375","Lower zone WINTER 6",6,"Control","Lower",0.0168234276153846,0.0033235210436882,-5.06192901872383,0.124167410227523,"Winter",1,0,0,22
"376","Lower zone WINTER 6",7,"Control","Lower",0.0161969110621302,0.00231140113595243,-7.0073994557661,0.0902403553017901,"Winter",1,0,0,22
"377","Lower zone WINTER 6",8,"Control","Lower",0.0133916455729927,0.00287296673844381,-4.66126022059223,0.0430731085606298,"Winter",1,0,0,22
"378","Lower zone WINTER 6",9,"Control","Lower",0.0174077912781065,0.00136810853056508,-12.7239841644117,0.0499304205529334,"Winter",1,0,0,22
"379","Lower zone WINTER 6",10,"Control","Lower",0.0170725859792899,0.00288838232117144,-5.91077775755316,0.106694600238407,"Winter",1,0,0,22
"380","Lower zone WINTER 6",11,"Control","Lower",0.0155593955739645,0.000374416746649953,-41.5563558873374,0.0153164761604768,"Winter",1,0,0,22
"381","Lower zone WINTER 6",12,"Control","Lower",0.0165219391360947,0.00156471384320628,-10.5590803122437,0.0601119257934879,"Winter",1,0,0,22
"382","Lower zone WINTER 6",1,"Heat Shock","Lower",0.018894501281106,0.000154621524516026,-122.198389520779,0.00520960680683527,"Winter",1,1,0,22
"383","Lower zone WINTER 6",2,"Heat Shock","Lower",0.0152467618870968,0.00376979285453489,-4.04445614796994,0.154310694762651,"Winter",1,1,0,22
"384","Lower zone WINTER 6",3,"Heat Shock","Lower",0.0198046221958525,0.00259166532061574,-7.6416588354654,0.0828383843409635,"Winter",1,1,0,22
"385","Lower zone WINTER 6",4,"Heat Shock","Lower",0.0173080625322581,0.00229196559217034,-7.55162406948197,0.0838147232946209,"Winter",1,1,0,22
"386","Lower zone WINTER 6",5,"Heat Shock","Lower",0.015635723640553,0.00255876404573716,-6.11065473840848,0.103266561745704,"Winter",1,1,0,22
"387","Lower zone WINTER 6",6,"Heat Shock","Lower",0.0208058947419355,0.00334180391013742,-6.22594721336595,0.101386731248716,"Winter",1,1,0,22
"388","Lower zone WINTER 6",7,"Heat Shock","Lower",0.0190619718963134,0.00420658635195879,-4.53145859883209,0.138272757265531,"Winter",1,1,0,22
"389","Lower zone WINTER 6",8,"Heat Shock","Lower",0.0191450621612903,0.00328375227178051,-5.83023948725265,0.108140464874274,"Winter",1,1,0,22
"390","Lower zone WINTER 6",9,"Heat Shock","Lower",0.0199117667442396,0.00495733266383259,-4.01662912184827,0.15533795699074,"Winter",1,1,0,22
"391","Lower zone WINTER 6",10,"Heat Shock","Lower",0.0184429465552995,0.00075700763164326,-24.3629598756685,0.0261159817147395,"Winter",1,1,0,22
"392","Lower zone WINTER 6",11,"Heat Shock","Lower",0.0211493567396313,0.00230735914982271,-9.1660445411181,0.0691805367829556,"Winter",1,1,0,22
"393","Lower zone WINTER 6",12,"Heat Shock","Lower",0.0190728936382489,0.00167585987467827,-11.380959665205,0.0557939760522824,"Winter",1,1,0,22
"394","Lower zone WINTER 7",1,"Control","Lower",0.0160113329023669,0.00099157056998778,-16.1474466739812,0.0393751278572629,"Winter",1,0,0,23
"395","Lower zone WINTER 7",2,"Control","Lower",0.0222619502248521,0.00148151940488314,-15.0264317507255,0.0423042840183182,"Winter",1,0,0,23
"396","Lower zone WINTER 7",3,"Control","Lower",0.017731382112426,0.000853711065730162,-20.7697695674833,0.030627616363376,"Winter",1,0,0,23
"397","Lower zone WINTER 7",4,"Control","Lower",0.0175693713994083,0.00312161626538069,-5.62829313591677,0.111942451713693,"Winter",1,0,0,23
"398","Lower zone WINTER 7",5,"Control","Lower",0.0191589122840237,0.000183439318030678,-104.442779714323,0.00609520659529848,"Winter",1,0,0,23
"399","Lower zone WINTER 7",6,"Control","Lower",0.0186532785502959,0.00151577611073167,-12.3060908654193,0.0516186695925816,"Winter",1,0,0,23
"400","Lower zone WINTER 7",7,"Control","Lower",0.015353717591716,0.0110617769083295,-1.38799740032315,0.397459260593651,"Winter",1,0,0,23
"401","Lower zone WINTER 7",8,"Control","Lower",0.0194011852278107,0.00227688398705584,-8.5209370956566,0.0743722178898475,"Winter",1,0,0,23
"402","Lower zone WINTER 7",9,"Control","Lower",0.0209014625739645,0.00244880182097601,-8.53538346587551,0.0742474801784351,"Winter",1,0,0,23
"403","Lower zone WINTER 7",10,"Control","Lower",0.0193819004230769,0.00449034458316789,-4.31635035220464,0.144933331664336,"Winter",1,0,0,23
"404","Lower zone WINTER 7",11,"Control","Lower",0.0179970538254438,0.00183058824901331,-9.83129539651764,0.0645324706524299,"Winter",1,0,0,23
"405","Lower zone WINTER 7",12,"Control","Lower",0.0176130792514793,0.002193504178301,-8.02965384142631,0.078877470303904,"Winter",1,0,0,23
"406","Lower zone WINTER 7",1,"Heat Shock","Lower",0.0163647970368664,0.000659960940631276,-24.7966145105692,0.0256597522752441,"Winter",1,1,0,23
"407","Lower zone WINTER 7",2,"Heat Shock","Lower",0.0185130223894009,0.00045203647441034,-40.9547092710832,0.01554139465932,"Winter",1,1,0,23
"408","Lower zone WINTER 7",3,"Heat Shock","Lower",0.0208381775253456,0.00212603706039198,-9.80141781794888,0.0647278335615815,"Winter",1,1,0,23
"409","Lower zone WINTER 7",4,"Heat Shock","Lower",0.0149387368133641,0.00206746101372133,-7.22564377960146,0.087549481269626,"Winter",1,1,0,23
"410","Lower zone WINTER 7",5,"Heat Shock","Lower",0.0164176539792627,0.000351438915615929,-46.7155265104585,0.0136255033082201,"Winter",1,1,0,23
"411","Lower zone WINTER 7",6,"Heat Shock","Lower",0.0186177887741936,0.000901507917265272,-20.6518305803356,0.030802253239685,"Winter",1,1,0,23
"412","Lower zone WINTER 7",7,"Heat Shock","Lower",0.0176559694700461,0.00177368582891761,-9.95439506940226,0.0637397941384631,"Winter",1,1,0,23
"413","Lower zone WINTER 7",8,"Heat Shock","Lower",0.0160039281428572,0.00227847547454657,-7.02396331303151,0.0900303804283144,"Winter",1,1,0,23
"414","Lower zone WINTER 7",9,"Heat Shock","Lower",0.0188910837465438,0.000760386427760682,-24.844056991098,0.0256108050354481,"Winter",1,1,0,23
"415","Lower zone WINTER 7",10,"Heat Shock","Lower",0.0225388582465438,0.00278809917420698,-8.08395140856299,0.0783530248673744,"Winter",1,1,0,23
"416","Lower zone WINTER 7",11,"Heat Shock","Lower",0.0162882869884793,0.000268553084889293,-60.6520196749699,0.0104953157283727,"Winter",1,1,0,23
"417","Lower zone WINTER 7",12,"Heat Shock","Lower",0.0217138014078341,0.00209271413091426,-10.3759042322459,0.0611666779752533,"Winter",1,1,0,23
"418","Lower zone WINTER 8",5,"Control","Lower",0.00843866231551183,NA,NA,NA,"Winter",1,0,0,24
"419","Lower zone WINTER 8",1,"Heat Shock","Lower",0.008136288125,NA,NA,NA,"Winter",1,1,0,24
"420","LZ SUMMER2",1,"Control","Lower",0.0168411299421089,0.00533509628716502,-3.15666841526828,0.0873995452478619,"Summer",0,0,0,13
"421","LZ SUMMER2",3,"Control","Lower",0.0238711968911096,0.00489301166880144,-4.87863068942096,0.0395398305805761,"Summer",0,0,0,13
"422","LZ SUMMER2",4,"Control","Lower",0.0184696294548587,0.0050022764080136,-3.69224487980523,0.0661569616655079,"Summer",0,0,0,13
"423","LZ SUMMER2",5,"Control","Lower",0.0198596096712612,0.00165892444035791,-11.971376868121,0.00690549878542009,"Summer",0,0,0,13
"424","LZ SUMMER2",6,"Control","Lower",0.0140582669055824,0.00377020253121049,-3.72878294712425,0.0649898035493126,"Summer",0,0,0,13
"425","LZ SUMMER2",7,"Control","Lower",0.018266630210889,0.00327647092236674,-5.57509303262617,0.0306994553326684,"Summer",0,0,0,13
"426","LZ SUMMER2",8,"Control","Lower",0.0195628697174362,0.00440640998623926,-4.43963902100099,0.047173557702923,"Summer",0,0,0,13
"427","LZ SUMMER2",9,"Control","Lower",0.0195821207142857,NA,NA,NA,"Summer",0,0,0,13
"428","LZ SUMMER2",10,"Control","Lower",0.0203833319414197,0.00483459454676326,-4.21614092852238,0.0519142877234577,"Summer",0,0,0,13
"429","LZ SUMMER2",11,"Control","Lower",0.0187858473947548,0.00136526297627133,-13.7598746331354,0.000830674150015897,"Summer",0,0,0,13
"430","LZ SUMMER2",12,"Control","Lower",0.0172657836587193,0.00153426356967924,-11.2534664838121,0.00150453369303608,"Summer",0,0,0,13
"431","LZ SUMMER2",1,"Heat Shock","Lower",0.022531513183908,0.0030122145767336,-7.48004918306348,0.0174074264357598,"Summer",0,1,0,13
"432","LZ SUMMER2",2,"Heat Shock","Lower",0.0176169191087533,0.00192577921917997,-9.14794330175339,0.011739581185944,"Summer",0,1,0,13
"433","LZ SUMMER2",3,"Heat Shock","Lower",0.0155350074924845,0.00453811757878423,-3.42322719118406,0.0757644777922464,"Summer",0,1,0,13
"434","LZ SUMMER2",4,"Heat Shock","Lower",0.0222854459000884,0.00155983564212237,-14.2870474928795,0.0048633754487583,"Summer",0,1,0,13
"435","LZ SUMMER2",5,"Heat Shock","Lower",0.0237950072387268,0.00551640296895651,-4.31350054965761,0.0497672691476257,"Summer",0,1,0,13
"436","LZ SUMMER2",6,"Heat Shock","Lower",0.0194923202785146,0.00133224687447256,-14.6311623258502,0.00463886981606903,"Summer",0,1,0,13
"437","LZ SUMMER2",7,"Heat Shock","Lower",0.0211595828381963,0.00276257608774656,-7.65936653547748,0.016621869224208,"Summer",0,1,0,13
"438","LZ SUMMER2",8,"Heat Shock","Lower",0.0180557886198055,0.00383832271850867,-4.70408299248502,0.0423413361264386,"Summer",0,1,0,13
"439","LZ SUMMER2",9,"Heat Shock","Lower",0.0171295638390805,0.00432399359101061,-3.96151462266088,0.0582119314186049,"Summer",0,1,0,13
"440","LZ SUMMER2",11,"Heat Shock","Lower",0.0210826098735632,0.00250837832657774,-8.40487642959621,0.0138622314229632,"Summer",0,1,0,13
"441","LZ SUMMER2",12,"Heat Shock","Lower",0.0210927565349248,0.00330157079012357,-6.38870340082436,0.0236353249096121,"Summer",0,1,0,13
"442","LZ SUMMER3",1,"Control","Lower",0.0132804630785665,0.000953499367483273,-13.9281299300909,0.00511531136309343,"Summer",0,0,0,14
"443","LZ SUMMER3",2,"Control","Lower",0.0171517904569263,0.00326601099671716,-5.25160217591625,0.0343990442138328,"Summer",0,0,0,14
"444","LZ SUMMER3",3,"Control","Lower",0.0159015357955912,0.00184832339563621,-8.60322161864849,0.0736672564031681,"Summer",0,0,0,14
"445","LZ SUMMER3",4,"Control","Lower",0.01667216682357,0.000243089360815886,-68.5845187449292,0.000212524666963112,"Summer",0,0,0,14
"446","LZ SUMMER3",5,"Control","Lower",0.0131106653749139,0.00240371686263647,-5.45433015789293,0.0320086191123917,"Summer",0,0,0,14
"447","LZ SUMMER3",6,"Control","Lower",0.0186732557684356,0.00187591240191489,-9.95422587396633,0.00994192772368582,"Summer",0,0,0,14
"448","LZ SUMMER3",7,"Control","Lower",0.0163038008807719,0.00462431557858464,-3.52566787532307,0.0718819745963279,"Summer",0,0,0,14
"449","LZ SUMMER3",8,"Control","Lower",0.019412783268091,0.00370829659119056,-5.23495971552222,0.0346068670010756,"Summer",0,0,0,14
"450","LZ SUMMER3",9,"Control","Lower",0.0218613449317712,0.00173511011575473,-12.5993991581693,0.00624051075205412,"Summer",0,0,0,14
"451","LZ SUMMER3",10,"Control","Lower",0.0177698513342522,0.00455458353672032,-3.90153154311184,0.0598568613164196,"Summer",0,0,0,14
"452","LZ SUMMER3",11,"Control","Lower",0.0128478377594762,0.00187134861739412,-6.86555013857707,0.0205631910498855,"Summer",0,0,0,14
"453","LZ SUMMER3",12,"Control","Lower",0.0178580120351482,0.00174266120449747,-10.2475524152716,0.00938879223246175,"Summer",0,0,0,14
"454","LZ SUMMER3",1,"Heat Shock","Lower",0.0207385735339117,0.005503238175039,-3.76843103538122,0.0327008285690988,"Summer",0,1,0,14
"455","LZ SUMMER3",2,"Heat Shock","Lower",0.0139788609715026,0.00140675733834727,-9.93693836914735,0.0638510201386824,"Summer",0,1,0,14
"456","LZ SUMMER3",3,"Heat Shock","Lower",0.013744223067429,0.000856990311571683,-16.0377811532346,0.000527220810445989,"Summer",0,1,0,14
"457","LZ SUMMER3",4,"Heat Shock","Lower",0.020552701423519,0.00164388233341797,-12.5025380501448,0.00633665902022316,"Summer",0,1,0,14
"458","LZ SUMMER3",5,"Heat Shock","Lower",0.017917902387224,0.00246223611345263,-7.27708536534253,0.00535593465119802,"Summer",0,1,0,14
"459","LZ SUMMER3",6,"Heat Shock","Lower",0.0226988663154574,0.00546748619459202,-4.15160926019515,0.0253986264368155,"Summer",0,1,0,14
"460","LZ SUMMER3",8,"Heat Shock","Lower",0.0144812355709779,0.000800998449809919,-18.0789807700806,0.00036913571688075,"Summer",0,1,0,14
"461","LZ SUMMER3",9,"Heat Shock","Lower",0.0183229724120662,0.00199366592923826,-9.19059313967766,0.00272416481980255,"Summer",0,1,0,14
"462","LZ SUMMER3",10,"Heat Shock","Lower",0.016565849636041,0.00234663501966695,-7.05940612715827,0.00584319966845294,"Summer",0,1,0,14
"463","LZ SUMMER3",11,"Heat Shock","Lower",0.0173405403911672,0.00110300167299299,-15.7212276424873,0.000559398780315384,"Summer",0,1,0,14
"464","LZ SUMMER3",12,"Heat Shock","Lower",0.0167357989681698,0.00219631534970771,-7.61994354335182,0.0167899872845549,"Summer",0,1,0,14
"465","LZ SUMMER5",1,"Control","Lower",0.0146577221536871,0.00103493361870099,-14.1629587529343,0.00494833540767286,"Summer",0,0,0,15
"466","LZ SUMMER5",2,"Control","Lower",0.0143128895320469,0.0023602232686448,-6.06420999326266,0.0261314776385215,"Summer",0,0,0,15
"467","LZ SUMMER5",3,"Control","Lower",0.0220011619786354,0.00405085278302196,-5.43124205126567,0.0322682749674376,"Summer",0,0,0,15
"468","LZ SUMMER5",4,"Control","Lower",0.0163953700482426,0.00167212959926328,-9.80508332336574,0.0102420099593332,"Summer",0,0,0,15
"469","LZ SUMMER5",5,"Control","Lower",0.0151139957649897,0.00118800540780659,-12.7221607457954,0.00612175538829913,"Summer",0,0,0,15
"470","LZ SUMMER5",6,"Control","Lower",0.017198663,NA,NA,NA,"Summer",0,0,0,15
"471","LZ SUMMER5",7,"Control","Lower",0.0150773770792557,0.000901315760258497,-16.7281853308895,0.00355452813262189,"Summer",0,0,0,15
"472","LZ SUMMER5",8,"Control","Lower",0.0186334988924879,0.000631883477860766,-29.4888211914821,0.00114798662510542,"Summer",0,0,0,15
"473","LZ SUMMER5",9,"Control","Lower",0.013747926758787,0.00189474778563034,-7.25580832607407,0.018469917343853,"Summer",0,0,0,15
"474","LZ SUMMER5",10,"Control","Lower",0.0170394068571428,NA,NA,NA,"Summer",0,0,0,15
"475","LZ SUMMER5",11,"Control","Lower",0.0122951877953136,0.00609236011531945,-2.0181321462592,0.18105815989497,"Summer",0,0,0,15
"476","LZ SUMMER5",12,"Control","Lower",0.0214866716917808,0.00887960051317053,-2.41977909478147,0.249482140035535,"Summer",0,0,0,15
"477","LZ SUMMER5",1,"Heat Shock","Lower",0.015289651489832,0.00240247361610781,-6.36412878265127,0.0238117289450637,"Summer",0,1,0,15
"478","LZ SUMMER5",2,"Heat Shock","Lower",0.0127833400699208,0.000544407934066599,-23.4811788550404,0.0270955440581574,"Summer",0,1,0,15
"479","LZ SUMMER5",3,"Heat Shock","Lower",0.0171752232811671,0.00159949122125271,-10.7379290695422,0.00856157265234111,"Summer",0,1,0,15
"480","LZ SUMMER5",4,"Heat Shock","Lower",0.0184785855517241,0.00383940402743241,-4.81287861858124,0.0405622740662374,"Summer",0,1,0,15
"481","LZ SUMMER5",5,"Heat Shock","Lower",0.0176080527117595,0.000895770823081036,-19.6568723361584,0.00257803728730402,"Summer",0,1,0,15
"482","LZ SUMMER5",6,"Heat Shock","Lower",0.0175893212068966,0.00226825226162253,-7.7545701174853,0.0162260567461058,"Summer",0,1,0,15
"483","LZ SUMMER5",7,"Heat Shock","Lower",0.0177679370839965,0.00355603264377401,-4.99656186089996,0.0377986108043288,"Summer",0,1,0,15
"484","LZ SUMMER5",8,"Heat Shock","Lower",0.0154170105552608,0.00374030264743835,-4.12186178725927,0.0541247467220385,"Summer",0,1,0,15
"485","LZ SUMMER5",9,"Heat Shock","Lower",0.0180908583050398,0.00347571916050275,-5.20492521680693,0.0349866335573406,"Summer",0,1,0,15
"486","LZ SUMMER5",10,"Heat Shock","Lower",0.0140450613695844,0.00137728352853161,-10.1976543526652,0.00947959191207184,"Summer",0,1,0,15
"487","LZ SUMMER5",11,"Heat Shock","Lower",0.0183225918576481,0.00311113573076202,-5.88935792047885,0.0276414673338347,"Summer",0,1,0,15
"488","LZ SUMMER5",12,"Heat Shock","Lower",0.0196930621777188,0.00240252479445768,-8.1968195388236,0.0145593925934473,"Summer",0,1,0,15
"489","LZ SUMMER7",1,"Control","Lower",0.0151012197629221,0.00149381411255116,-10.1091692975989,0.00964386357138241,"Summer",0,0,0,16
"490","LZ SUMMER7",2,"Control","Lower",0.0146364724285714,NA,NA,NA,"Summer",0,0,0,16
"491","LZ SUMMER7",4,"Control","Lower",0.0160913002584424,0.00453890895779554,-3.54519123605812,0.0711747286842379,"Summer",0,0,0,16
"492","LZ SUMMER7",5,"Control","Lower",0.0147857345768436,0.000895480909713333,-16.5115017154044,0.00364792057704863,"Summer",0,0,0,16
"493","LZ SUMMER7",6,"Control","Lower",0.0194197115079256,0.00141924608263808,-13.6831179211913,0.00529867609587102,"Summer",0,0,0,16
"494","LZ SUMMER7",7,"Control","Lower",0.0134438436871123,0.00523081451971645,-2.57012433464016,0.123876977643929,"Summer",0,0,0,16
"495","LZ SUMMER7",8,"Control","Lower",0.0179611652570641,0.000533752175248806,-33.6507579546474,0.000881932759610688,"Summer",0,0,0,16
"496","LZ SUMMER7",9,"Control","Lower",0.0134090707084769,0.00219323942488112,-6.11381983943852,0.0257252739945238,"Summer",0,0,0,16
"497","LZ SUMMER7",10,"Control","Lower",0.0133524118842178,0.00200956196755686,-6.64443898709482,0.0219091494832349,"Summer",0,0,0,16
"498","LZ SUMMER7",11,"Control","Lower",0.0177459989972433,0.00171057548327052,-10.3742858300026,0.0091639285267907,"Summer",0,0,0,16
"499","LZ SUMMER7",12,"Control","Lower",0.0172639570103377,0.00333570192600225,-5.17550950094276,0.035364557634946,"Summer",0,0,0,16
"500","LZ SUMMER7",1,"Heat Shock","Lower",0.0168877260167993,0.00111635870586863,-15.1275086833843,0.00434140022467082,"Summer",0,1,0,16
"501","LZ SUMMER7",3,"Heat Shock","Lower",0.0158490636136163,0.00223456752599108,-7.092676067861,0.0193045793166079,"Summer",0,1,0,16
"502","LZ SUMMER7",4,"Heat Shock","Lower",0.0152461137197171,0.00222302660001089,-6.8582686863227,0.0206055372459222,"Summer",0,1,0,16
"503","LZ SUMMER7",5,"Heat Shock","Lower",0.0214201057142857,NA,NA,NA,"Summer",0,1,0,16
"504","LZ SUMMER7",6,"Heat Shock","Lower",0.0150372201450044,0.000820796891770596,-18.3202693574614,0.00296620138096613,"Summer",0,1,0,16
"505","LZ SUMMER7",7,"Heat Shock","Lower",0.0170920339664014,0.00247230106760949,-6.91341123066699,0.0202880370290843,"Summer",0,1,0,16
"506","LZ SUMMER7",8,"Heat Shock","Lower",0.0158841329460654,0.000713271195870706,-22.2694159500936,0.00201034772749841,"Summer",0,1,0,16
"507","LZ SUMMER7",9,"Heat Shock","Lower",0.0173007349425287,0.000141731353871329,-122.067097152231,6.71056440963138e-05,"Summer",0,1,0,16
"508","LZ SUMMER7",10,"Heat Shock","Lower",0.0132549777232538,0.0049126852670123,-2.69811253984827,0.114292161220972,"Summer",0,1,0,16
"509","LZ SUMMER7",11,"Heat Shock","Lower",0.0143197322793988,0.00339490561974094,-4.21800600173723,0.0518718976319688,"Summer",0,1,0,16
"510","LZ SUMMER7",12,"Heat Shock","Lower",0.0248631191759505,0.00399726456334085,-6.22003342084775,0.024886445790386,"Summer",0,1,0,16
